Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Retail_Sales_People,Product_ID,Category,Sub_Category,Product_Name,Returned,Sales,Quantity,Discount,Profit,latitude,longitude
1495,CA-2014-123925,2014-12-17,2014-12-19,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,31907,South,Cassandra Brandow,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,Not,40.05,3,0.0,11.21,39.9622601,-83.0007065
1497,CA-2017-152485,2017-04-09,2017-08-09,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,Kelly Williams,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,Not,16.78,1,0.2,-0.21,32.9552598,-97.0155703
1499,CA-2016-141586,2016-10-17,2016-10-20,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plastic 1&quot;&quot;&quot;&quot; Binders,Not,18.16,5,0.2,6.58,37.7792588,-122.4193286
1501,CA-2017-130386,2017-12-11,2017-12-11,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,Not,223.06,9,0.2,69.71,30.2711286,-97.7436995
1502,CA-2017-130386,2017-12-11,2017-12-11,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,Not,540.05,3,0.2,-47.25,30.2711286,-97.7436995
1505,CA-2015-153388,2015-01-08,2015-07-08,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,Not,6.72,4,0.0,3.36,34.0536909,-118.242766
1506,CA-2015-153388,2015-01-08,2015-07-08,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,Not,1004.98,6,0.2,-175.87,34.0536909,-118.242766
1508,CA-2016-134208,2016-09-17,2016-09-23,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Columbus,Georgia,31907,South,Cassandra Brandow,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Not,396.0,4,0.0,190.08,0.0,0.0
1509,CA-2017-108294,2017-10-12,2017-10-12,Same Day,LS-16975,Lindsay Shagiari,Home Office,United States,Omaha,Nebraska,68104,Central,Kelly Williams,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,Yes,34.5,3,0.0,15.53,41.2587459,-95.9383758
1511,CA-2017-100384,2017-06-24,2017-06-24,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,Anna Andreadi,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Not,385.6,8,0.0,111.82,34.0553813,-117.7517496
1512,CA-2017-100384,2017-06-24,2017-06-24,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,Anna Andreadi,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,Not,35.82,9,0.0,11.82,34.0553813,-117.7517496
1513,CA-2017-112809,2017-08-18,2017-08-22,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,Not,200.06,3,0.2,12.5,32.7762719,-96.7968559
1514,CA-2017-112809,2017-08-18,2017-08-22,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,Not,21.38,5,0.8,-33.14,32.7762719,-96.7968559
1515,CA-2017-112809,2017-08-18,2017-08-22,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Not,6.74,4,0.8,-11.46,32.7762719,-96.7968559
1517,CA-2017-148446,2017-10-12,2017-12-14,Second Class,MC-17845,Michael Chen,Consumer,United States,North Las Vegas,Nevada,89031,West,Anna Andreadi,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Not,1669.6,4,0.0,116.87,36.2005843,-115.121584
1518,CA-2014-111059,2014-03-02,2014-06-02,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Not,83.84,2,0.2,27.25,47.6038321,-122.330062
1519,CA-2014-111059,2014-03-02,2014-06-02,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,Not,13.27,3,0.2,4.31,47.6038321,-122.330062
1521,CA-2017-109946,2017-04-16,2017-04-21,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-AR-10001419,Office Supplies,Art,Newell 325,Not,16.52,5,0.2,2.07,41.8755616,-87.6244212
1522,CA-2015-144806,2015-06-12,2015-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,Anna Andreadi,FUR-FU-10002253,Furniture,Furnishings,Howard Miller 13&quot;&quot;&quot;&quot; Diameter Pewter Finish Round Wall Clock,Not,206.11,6,0.2,48.95,32.2228765,-110.974847
1523,CA-2015-144806,2015-06-12,2015-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,Anna Andreadi,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,Not,19.92,5,0.2,6.72,32.2228765,-110.974847
1524,CA-2015-144806,2015-06-12,2015-11-12,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,Anna Andreadi,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,Not,198.27,8,0.2,61.96,32.2228765,-110.974847
1527,CA-2016-122392,2016-07-22,2016-07-27,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,Chuck Magee,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,Not,4.16,2,0.2,0.36,40.6022059,-75.4712794
1529,CA-2015-148432,2015-07-11,2015-10-11,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,Chuck Magee,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,Not,26.18,7,0.0,0.52,40.735657,-74.1723667
1530,CA-2015-148432,2015-07-11,2015-10-11,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,Chuck Magee,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,Not,7.3,2,0.0,3.43,40.735657,-74.1723667
1531,CA-2015-103793,2015-03-26,2015-03-31,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,33142,South,Cassandra Brandow,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,Not,74.35,3,0.2,23.24,25.7820042,-80.22256438834017
1533,CA-2017-159884,2017-08-31,2017-08-31,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,Anna Andreadi,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Not,8.38,3,0.2,2.72,33.4255117,-111.940016
1534,CA-2016-139885,2016-04-12,2016-08-12,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,Not,212.88,6,0.0,0.0,40.7127281,-74.0060152
1538,CA-2017-121888,2017-09-15,2017-09-17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,Chuck Magee,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,Not,39.99,1,0.0,11.6,47.9793437,-122.2127011
1541,CA-2017-121888,2017-09-15,2017-09-17,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,Chuck Magee,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Not,242.48,7,0.0,116.39,47.9793437,-122.2127011
1542,CA-2014-166884,2014-11-03,2014-11-03,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,Not,8.32,5,0.2,2.29,39.9622601,-83.0007065
1543,CA-2014-166884,2014-11-03,2014-11-03,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,Not,10.46,6,0.2,1.7,39.9622601,-83.0007065
1544,CA-2014-107181,2014-04-02,2014-08-02,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,Anna Andreadi,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,Not,82.9,3,0.2,29.01,32.7174202,-117.162772
1547,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,Not,335.52,4,0.2,117.43,29.4246002,-98.4951405
1548,CA-2015-111395,2015-11-23,2015-11-27,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,Not,23.91,2,0.8,-40.65,29.4246002,-98.4951405
1550,CA-2014-134278,2014-06-07,2014-08-07,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,Chuck Magee,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,Not,559.99,1,0.2,175.0,40.7127281,-74.0060152
1551,US-2017-124926,2017-11-13,2017-11-18,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Not,9.32,6,0.8,-24.71,29.7589382,-95.3676974
1552,CA-2016-159345,2016-06-17,2016-06-22,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,92024,West,Anna Andreadi,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,Yes,111.96,2,0.0,54.86,32.7174202,-117.162772
1553,CA-2014-130274,2014-03-05,2014-05-05,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,Kelly Williams,OFF-LA-10002195,Office Supplies,Labels,Avery 481,Not,21.56,7,0.0,10.35,44.2613967,-88.4069744
1554,CA-2017-158386,2017-10-16,2017-10-21,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,Not,124.75,5,0.0,57.39,37.5385087,-77.43428
1555,CA-2015-111507,2015-06-02,2015-06-02,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,98006,West,Anna Andreadi,OFF-AR-10001315,Office Supplies,Art,Newell 310,Not,5.28,3,0.0,1.53,47.6144219,-122.192337
1557,CA-2016-109176,2016-09-05,2016-09-05,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,Not,9.34,1,0.2,3.5,39.9527237,-75.1635262
1558,CA-2016-109176,2016-09-05,2016-09-05,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10001955,Office Supplies,Art,Newell 319,Not,79.36,5,0.2,9.92,39.9527237,-75.1635262
1559,CA-2015-112116,2015-03-16,2015-03-18,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,Not,171.96,2,0.0,44.71,47.6038321,-122.330062
1561,CA-2014-105172,2014-04-04,2014-09-04,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-LA-10001641,Office Supplies,Labels,Avery 518,Not,18.9,6,0.0,9.07,37.7792588,-122.4193286
1562,CA-2017-107293,2017-05-09,2017-06-09,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-AR-10003732,Office Supplies,Art,Newell 333,Not,2.78,1,0.0,0.72,47.6038321,-122.330062
1563,US-2017-102890,2017-06-30,2017-06-30,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Not,1044.63,5,0.4,-295.98,40.7127281,-74.0060152
1565,CA-2014-116239,2014-04-03,2014-04-03,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,Cassandra Brandow,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Not,354.9,5,0.0,17.75,4.099917,-72.9088133
1566,CA-2015-132101,2015-03-19,2015-03-25,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,Not,453.58,3,0.2,39.69,47.6038321,-122.330062
1567,CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,Kelly Williams,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,Not,21.48,3,0.2,-0.27,40.8077797,-84.0572225
1568,CA-2015-129112,2015-11-29,2015-11-30,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,Kelly Williams,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,Not,8.78,4,0.8,-13.62,40.8077797,-84.0572225
1570,CA-2017-165029,2017-11-26,2017-11-30,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-AR-10003504,Office Supplies,Art,Newell 347,Not,12.84,3,0.0,3.72,33.7489924,-84.3902644
1571,US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Not,603.92,5,0.2,-67.94,34.0536909,-118.242766
1572,US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,Not,21.84,3,0.0,10.48,34.0536909,-118.242766
1573,US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,Not,29.99,1,0.0,6.3,34.0536909,-118.242766
1574,US-2014-157385,2014-11-23,2014-11-25,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,Not,381.44,2,0.2,23.84,34.0536909,-118.242766
1575,CA-2014-101602,2014-12-15,2014-12-18,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,Kelly Williams,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,Not,40.68,3,0.2,-9.15,31.7601164,-106.4870404
1577,CA-2016-109057,2016-04-22,2016-04-27,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,Kelly Williams,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,Not,23.95,2,0.2,2.4,41.7571701,-88.3147539
1578,CA-2016-154403,2016-05-23,2016-05-27,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,35630,South,Cassandra Brandow,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,Not,4.98,1,0.0,2.44,43.7697955,11.2556404
1580,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,Not,307.98,2,0.0,89.31,40.7127281,-74.0060152
1581,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,Not,382.81,9,0.4,-153.12,40.7127281,-74.0060152
1583,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,Not,1217.57,2,0.2,456.59,40.7127281,-74.0060152
1584,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,Not,47.04,3,0.0,18.35,40.7127281,-74.0060152
1585,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,Not,6.16,2,0.0,2.96,40.7127281,-74.0060152
1586,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,Not,979.95,5,0.0,274.39,40.7127281,-74.0060152
1587,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,Not,143.7,3,0.0,68.98,40.7127281,-74.0060152
1589,CA-2015-131338,2015-09-08,2015-12-08,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,Not,247.8,4,0.0,34.69,40.7127281,-74.0060152
1590,CA-2016-109911,2016-12-05,2016-12-05,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,23464,South,Cassandra Brandow,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,Not,10.96,4,0.0,2.96,36.8496579,-75.9760751
1592,US-2016-132423,2016-04-15,2016-04-19,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,Kelly Williams,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,Not,8.04,5,0.2,2.91,32.9337381,-97.0788754
1593,CA-2015-122826,2015-06-23,2015-06-25,Second Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,Anna Andreadi,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,Not,201.57,4,0.2,22.68,37.6382503,21.630566024011667
1594,CA-2014-117317,2014-10-19,2014-10-19,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Not,13.44,3,0.0,6.59,34.0536909,-118.242766
1595,CA-2015-118423,2015-03-24,2015-03-27,First Class,DP-13390,Dennis Pardue,Home Office,United States,Peoria,Illinois,61604,Central,Kelly Williams,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,Not,359.06,3,0.3,-35.91,40.6938609,-89.5891008
1596,CA-2017-149181,2017-08-05,2017-12-05,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,Not,47.99,2,0.3,-2.06,39.9622601,-83.0007065
1597,CA-2017-132234,2017-10-16,2017-10-18,First Class,MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,Not,547.3,13,0.0,175.14,40.7127281,-74.0060152
1598,CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,Kelly Williams,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,Not,16.9,4,0.2,5.28,32.9537349,-96.8902816
1599,CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,Kelly Williams,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,Not,6.67,1,0.2,0.5,32.9537349,-96.8902816
1601,CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,Kelly Williams,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,15.99,2,0.6,-13.99,32.9537349,-96.8902816
1603,US-2016-132857,2016-11-12,2016-12-17,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,Cassandra Brandow,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,Not,6.67,3,0.2,1.67,38.23166,27.02997
1605,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O&apos;Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,Not,39.96,5,0.2,12.99,0.0,0.0
1606,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O&apos;Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10000823,Office Supplies,Art,Newell 307,Not,5.46,3,0.0,1.53,34.0536909,-118.242766
1607,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O&apos;Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Not,73.2,5,0.0,21.23,34.0536909,-118.242766
1610,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O&apos;Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,Not,9.34,3,0.2,3.27,34.0536909,-118.242766
1611,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,Yes,290.67,2,0.15,27.36,34.0536909,-118.242766
1612,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-PH-10000441,Technology,Phones,VTech DS6151,Yes,201.58,2,0.2,20.16,34.0536909,-118.242766
1613,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,Yes,83.98,2,0.2,31.49,34.0536909,-118.242766
1614,CA-2017-138380,2017-12-21,2017-12-25,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,94601,West,Anna Andreadi,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,Not,1000.02,7,0.0,290.01,37.8044557,-122.271356
1615,US-2016-113509,2016-03-15,2016-03-19,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,Not,83.98,3,0.2,-13.65,39.9527237,-75.1635262
1616,CA-2015-130022,2015-10-08,2015-10-08,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-LA-10002787,Office Supplies,Labels,Avery 480,Not,3.75,1,0.0,1.8,44.818173,-93.1659179
1617,CA-2015-130022,2015-10-08,2015-10-08,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-LA-10002043,Office Supplies,Labels,Avery 489,Not,41.4,4,0.0,19.87,44.818173,-93.1659179
1618,CA-2015-130022,2015-10-08,2015-10-08,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,Not,29.79,3,0.0,12.51,44.818173,-93.1659179
1619,US-2016-118780,2016-10-09,2016-10-09,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,Not,59.48,2,0.0,8.92,40.7127281,-74.0060152
1624,CA-2017-108560,2017-08-07,2017-08-07,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,Anna Andreadi,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,Not,50.0,2,0.0,10.5,51.20707485,0.7210361813401444
1625,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,Not,675.96,5,0.2,84.5,0.0,0.0
1626,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,Not,1265.85,3,0.0,556.97,34.0536909,-118.242766
1628,CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,Cassandra Brandow,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,Not,517.5,6,0.0,155.25,30.2262187,-92.0178202
1630,CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,Not,41.26,6,0.7,-34.38,41.4996574,-81.6936772
